District,Mandal,Date,Rainfall (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%)
Adilabad,Adilabad Rural,01-Mar-22,0.0,18.2,35.5,25.4,64.2
Adilabad,Adilabad Rural,02-Mar-22,0.0,18.8,36.8,24.3,63.7
Adilabad,Adilabad Rural,03-Mar-22,0.0,18.8,35.7,26.1,71.5
Adilabad,Adilabad Rural,04-Mar-22,0.0,18.3,37.3,25.0,79.4
Adilabad,Adilabad Rural,05-Mar-22,0.0,18.9,36.5,27.5,75.7
Adilabad,Adilabad Rural,06-Mar-22,0.0,19.7,35.8,31.2,72.9
Adilabad,Adilabad Rural,07-Mar-22,0.0,19.2,35.0,28.1,78.5
Adilabad,Adilabad Rural,08-Mar-22,0.0,19.2,35.3,27.5,73.4
Adilabad,Adilabad Rural,09-Mar-22,0.0,17.1,36.6,29.8,71.1
Adilabad,Adilabad Rural,10-Mar-22,0.0,17.8,36.0,26.3,68.3
Adilabad,Adilabad Rural,11-Mar-22,0.0,20.0,36.0,27.5,63.7
Adilabad,Adilabad Rural,12-Mar-22,0.0,20.4,35.7,27.7,69.3
Adilabad,Adilabad Rural,13-Mar-22,0.0,17.9,34.3,29.5,69.2
Adilabad,Adilabad Rural,14-Mar-22,0.0,17.5,37.0,22.2,56.3
Adilabad,Adilabad Rural,15-Mar-22,0.0,19.2,37.4,18.7,51.5
Adilabad,Adilabad Rural,16-Mar-22,0.0,20.9,38.0,20.8,51.8
Adilabad,Adilabad Rural,17-Mar-22,0.0,20.5,39.3,19.6,50.8
Adilabad,Adilabad Rural,18-Mar-22,0.0,21.3,40.2,16.9,47.5
Adilabad,Adilabad Rural,19-Mar-22,0.0,26.4,39.0,19.6,62.2
Adilabad,Adilabad Rural,20-Mar-22,0.0,28.0,38.1,29.1,64.7
Adilabad,Adilabad Rural,21-Mar-22,0.0,23.4,37.9,30.5,63.1
Adilabad,Adilabad Rural,22-Mar-22,0.0,23.4,37.9,26.3,72.2
Adilabad,Adilabad Rural,23-Mar-22,0.0,21.3,38.8,19.6,53.0
Adilabad,Adilabad Rural,24-Mar-22,0.0,25.3,39.2,17.5,78.0
Adilabad,Adilabad Rural,25-Mar-22,0.0,26.8,39.0,29.4,76.1
Adilabad,Adilabad Rural,26-Mar-22,0.0,28.0,39.3,31.4,69.1
Adilabad,Adilabad Rural,27-Mar-22,0.0,25.6,37.4,29.1,81.8
Adilabad,Adilabad Rural,28-Mar-22,0.0,23.3,39.7,19.6,78.3
Adilabad,Adilabad Rural,29-Mar-22,0.0,23.2,41.8,19.1,66.1
Adilabad,Adilabad Rural,30-Mar-22,0.0,21.9,41.7,17.0,43.1
Adilabad,Adilabad Rural,31-Mar-22,0.0,21.7,42.8,15.7,41.2
Adilabad,Adilabad Urban,01-Mar-22,0.0,18.6,35.4,15.1,69.6
Adilabad,Adilabad Urban,02-Mar-22,0.0,16.7,36.2,15.2,80.8
Adilabad,Adilabad Urban,03-Mar-22,0.0,17.5,36.6,13.9,84.6
Adilabad,Adilabad Urban,04-Mar-22,0.0,18.3,37.7,15.9,86.0
Adilabad,Adilabad Urban,05-Mar-22,0.0,18.5,36.3,18.6,84.5
Adilabad,Adilabad Urban,06-Mar-22,0.0,19.3,35.8,19.7,83.3
Adilabad,Adilabad Urban,07-Mar-22,0.0,18.3,37.1,17.1,86.5
Adilabad,Adilabad Urban,08-Mar-22,0.0,17.2,36.5,19.7,91.6
Adilabad,Adilabad Urban,09-Mar-22,0.0,16.6,37.9,17.7,81.3
Adilabad,Adilabad Urban,10-Mar-22,0.0,17.6,36.3,15.2,78.1
Adilabad,Adilabad Urban,11-Mar-22,0.0,18.6,37.3,16.4,76.5
Adilabad,Adilabad Urban,12-Mar-22,0.0,19.9,36.5,16.6,75.0
Adilabad,Adilabad Urban,13-Mar-22,0.0,17.6,37.0,17.7,80.7
Adilabad,Adilabad Urban,14-Mar-22,0.0,15.6,38.6,13.9,74.3
Adilabad,Adilabad Urban,15-Mar-22,0.0,16.1,39.6,11.9,75.8
Adilabad,Adilabad Urban,16-Mar-22,0.0,19.0,41.1,12.6,65.8
Adilabad,Adilabad Urban,17-Mar-22,0.0,17.9,42.1,12.0,69.6
Adilabad,Adilabad Urban,18-Mar-22,0.0,20.1,42.7,11.3,59.6
Adilabad,Adilabad Urban,19-Mar-22,0.0,25.3,41.4,12.0,74.2
Adilabad,Adilabad Urban,20-Mar-22,0.0,25.5,39.7,17.4,76.8
Adilabad,Adilabad Urban,21-Mar-22,0.0,21.3,39.4,16.0,76.4
Adilabad,Adilabad Urban,22-Mar-22,0.0,21.7,40.7,18.1,64.6
Adilabad,Adilabad Urban,23-Mar-22,0.0,19.1,41.1,13.4,66.9
Adilabad,Adilabad Urban,24-Mar-22,0.0,23.3,40.9,12.0,72.2
Adilabad,Adilabad Urban,25-Mar-22,0.0,27.2,39.3,26.9,77.4
Adilabad,Adilabad Urban,26-Mar-22,0.0,28.3,40.3,24.9,69.8
Adilabad,Adilabad Urban,27-Mar-22,0.0,24.2,39.3,25.5,91.4
Adilabad,Adilabad Urban,28-Mar-22,0.0,21.1,42.0,14.9,73.0
Adilabad,Adilabad Urban,29-Mar-22,0.0,21.4,41.9,14.4,72.4
Adilabad,Adilabad Urban,30-Mar-22,0.0,20.2,43.2,13.4,52.3
Adilabad,Adilabad Urban,31-Mar-22,0.0,19.8,43.3,12.4,56.1
Adilabad,Bazarhathnoor,01-Mar-22,0.0,14.3,32.6,27.3,82.6
Adilabad,Bazarhathnoor,02-Mar-22,0.0,14.6,34.1,28.3,80.3
Adilabad,Bazarhathnoor,03-Mar-22,0.0,16.3,34.8,27.6,83.2
Adilabad,Bazarhathnoor,04-Mar-22,0.0,17.6,35.1,26.9,84.1
Adilabad,Bazarhathnoor,05-Mar-22,0.0,16.4,32.8,35.3,83.2
Adilabad,Bazarhathnoor,06-Mar-22,0.0,18.9,32.9,42.7,67.6
Adilabad,Bazarhathnoor,07-Mar-22,0.0,15.7,33.3,29.9,88.7
Adilabad,Bazarhathnoor,08-Mar-22,0.0,18.1,33.1,33.4,75.1
Adilabad,Bazarhathnoor,09-Mar-22,0.0,18.5,33.1,36.4,70.1
Adilabad,Bazarhathnoor,10-Mar-22,0.0,19.8,33.9,24.9,65.6
Adilabad,Bazarhathnoor,11-Mar-22,0.0,17.2,32.8,30.0,77.3
Adilabad,Bazarhathnoor,12-Mar-22,0.0,18.9,32.9,35.3,78.8
Adilabad,Bazarhathnoor,13-Mar-22,0.0,16.9,32.8,33.4,76.0
Adilabad,Bazarhathnoor,14-Mar-22,0.0,13.8,34.5,26.6,72.2
Adilabad,Bazarhathnoor,15-Mar-22,0.0,14.4,35.1,18.1,74.0
Adilabad,Bazarhathnoor,16-Mar-22,0.0,16.6,35.4,24.2,75.9
Adilabad,Bazarhathnoor,17-Mar-22,0.0,16.5,36.5,21.7,71.1
Adilabad,Bazarhathnoor,18-Mar-22,0.0,17.8,37.7,20.3,49.6
Adilabad,Bazarhathnoor,19-Mar-22,0.0,21.0,37.2,21.7,85.0
Adilabad,Bazarhathnoor,20-Mar-22,0.0,21.0,35.2,36.2,85.9
Adilabad,Bazarhathnoor,21-Mar-22,0.0,19.9,36.2,25.6,80.2
Adilabad,Bazarhathnoor,22-Mar-22,0.0,20.0,36.6,30.3,69.2
Adilabad,Bazarhathnoor,23-Mar-22,0.0,18.7,36.2,26.9,64.3
Adilabad,Bazarhathnoor,24-Mar-22,0.0,21.0,37.3,21.0,69.4
Adilabad,Bazarhathnoor,25-Mar-22,0.0,23.5,35.5,33.0,86.2
Adilabad,Bazarhathnoor,26-Mar-22,0.0,25.1,33.7,38.7,78.2
Adilabad,Bazarhathnoor,27-Mar-22,0.0,20.2,36.8,32.6,86.7
Adilabad,Bazarhathnoor,28-Mar-22,0.0,18.9,37.0,23.7,82.6
Adilabad,Bazarhathnoor,29-Mar-22,0.0,17.7,37.3,18.9,78.3
Adilabad,Bazarhathnoor,30-Mar-22,0.0,20.9,38.4,19.6,44.3
Adilabad,Bazarhathnoor,31-Mar-22,0.0,19.4,39.4,16.4,54.5
Adilabad,Bela,01-Mar-22,0.0,17.6,37.4,8.9,71.9
Adilabad,Bela,02-Mar-22,0.0,17.4,37.8,12.8,75.4
Adilabad,Bela,03-Mar-22,0.0,17.4,36.8,10.2,78.2
Adilabad,Bela,04-Mar-22,0.0,17.9,38.2,10.2,82.5
Adilabad,Bela,05-Mar-22,0.0,18.6,38.0,15.3,78.1
Adilabad,Bela,06-Mar-22,0.0,19.4,37.0,16.6,76.9
Adilabad,Bela,07-Mar-22,0.0,18.4,37.1,12.2,74.7
Adilabad,Bela,08-Mar-22,0.0,16.8,37.8,12.8,82.3
Adilabad,Bela,09-Mar-22,0.0,17.3,37.4,12.8,72.9
Adilabad,Bela,10-Mar-22,0.0,17.8,37.2,12.2,71.3
Adilabad,Bela,11-Mar-22,0.0,18.2,35.6,13.9,73.0
Adilabad,Bela,12-Mar-22,0.0,20.3,37.6,11.5,71.9
Adilabad,Bela,13-Mar-22,0.0,17.9,37.5,14.1,71.3
Adilabad,Bela,14-Mar-22,0.0,15.2,38.9,7.8,66.0
Adilabad,Bela,15-Mar-22,0.0,16.8,40.8,5.1,63.7
Adilabad,Bela,16-Mar-22,0.0,20.9,40.8,5.9,57.2
Adilabad,Bela,17-Mar-22,0.0,17.6,41.5,5.4,64.5
Adilabad,Bela,18-Mar-22,0.0,21.0,42.3,5.4,49.7
Adilabad,Bela,19-Mar-22,0.0,23.6,41.8,5.4,75.5
Adilabad,Bela,20-Mar-22,0.0,24.8,39.8,14.2,76.3
Adilabad,Bela,21-Mar-22,0.0,21.2,39.3,18.2,72.2
Adilabad,Bela,22-Mar-22,0.0,22.5,40.5,13.0,59.1
Adilabad,Bela,23-Mar-22,0.0,19.4,41.3,5.3,54.6
Adilabad,Bela,24-Mar-22,0.0,22.4,41.9,5.9,51.8
Adilabad,Bela,25-Mar-22,0.0,27.0,38.6,12.5,77.9
Adilabad,Bela,26-Mar-22,0.0,28.3,39.9,14.4,68.9
Adilabad,Bela,27-Mar-22,0.0,23.5,39.4,16.0,80.2
Adilabad,Bela,28-Mar-22,0.0,22.6,42.1,6.5,63.9
Adilabad,Bela,29-Mar-22,0.0,22.6,43.0,6.6,63.3
Adilabad,Bela,30-Mar-22,0.0,22.1,43.3,5.3,43.2
Adilabad,Bela,31-Mar-22,0.0,19.8,43.8,5.9,48.3
Adilabad,Bheempoor,01-Mar-22,0.0,16.0,35.2,23.3,78.1
Adilabad,Bheempoor,02-Mar-22,0.0,16.6,34.6,31.6,75.0
Adilabad,Bheempoor,03-Mar-22,0.0,16.7,35.8,23.1,82.5
Adilabad,Bheempoor,04-Mar-22,0.0,18.1,35.0,28.5,83.1
Adilabad,Bheempoor,05-Mar-22,0.0,17.9,35.2,30.4,82.9
Adilabad,Bheempoor,06-Mar-22,0.0,18.6,34.9,33.5,78.3
Adilabad,Bheempoor,07-Mar-22,0.0,18.7,35.4,30.6,80.6
Adilabad,Bheempoor,08-Mar-22,0.0,15.9,34.4,29.6,84.1
Adilabad,Bheempoor,09-Mar-22,0.0,16.3,35.6,25.1,75.2
Adilabad,Bheempoor,10-Mar-22,0.0,16.7,35.1,24.9,76.8
Adilabad,Bheempoor,11-Mar-22,0.0,18.1,35.2,27.3,73.9
Adilabad,Bheempoor,12-Mar-22,0.0,20.1,36.6,26.2,71.0
Adilabad,Bheempoor,13-Mar-22,0.0,17.1,35.7,28.6,73.6
Adilabad,Bheempoor,14-Mar-22,0.0,14.2,36.2,21.0,67.2
Adilabad,Bheempoor,15-Mar-22,0.0,15.3,37.2,18.3,68.4
Adilabad,Bheempoor,16-Mar-22,0.0,17.8,38.8,18.7,65.8
Adilabad,Bheempoor,17-Mar-22,0.0,16.1,40.4,18.1,64.3
Adilabad,Bheempoor,18-Mar-22,0.0,19.3,41.1,15.3,58.6
Adilabad,Bheempoor,19-Mar-22,0.0,22.9,40.0,17.9,79.8
Adilabad,Bheempoor,20-Mar-22,0.0,23.2,38.5,24.2,80.4
Adilabad,Bheempoor,21-Mar-22,0.0,21.6,39.6,18.0,72.6
Adilabad,Bheempoor,22-Mar-22,0.0,21.0,39.8,21.7,59.8
Adilabad,Bheempoor,23-Mar-22,0.0,18.3,39.8,16.9,59.2
Adilabad,Bheempoor,24-Mar-22,0.0,23.0,40.4,16.0,49.5
Adilabad,Bheempoor,25-Mar-22,0.0,25.5,38.5,30.0,77.6
Adilabad,Bheempoor,26-Mar-22,0.0,26.8,39.6,27.0,71.3
Adilabad,Bheempoor,27-Mar-22,0.0,21.3,39.3,25.1,64.4
Adilabad,Bheempoor,28-Mar-22,0.0,18.8,40.3,14.7,53.8
Adilabad,Bheempoor,29-Mar-22,0.0,18.1,40.8,16.1,52.2
Adilabad,Bheempoor,30-Mar-22,0.0,19.6,41.1,15.7,46.9
Adilabad,Bheempoor,31-Mar-22,0.0,17.8,41.1,13.3,49.5
Adilabad,Boath,01-Mar-22,0.0,13.7,33.8,25.3,82.4
Adilabad,Boath,02-Mar-22,0.0,15.1,35.2,23.2,78.2
Adilabad,Boath,03-Mar-22,0.0,15.4,36.2,24.5,79.8
Adilabad,Boath,04-Mar-22,0.0,16.9,35.7,26.2,82.8
Adilabad,Boath,05-Mar-22,0.0,17.0,34.4,32.3,83.7
Adilabad,Boath,06-Mar-22,0.0,17.8,34.4,32.5,81.4
Adilabad,Boath,07-Mar-22,0.0,15.5,35.4,29.3,85.6
Adilabad,Boath,08-Mar-22,0.0,15.9,33.8,27.3,84.2
Adilabad,Boath,09-Mar-22,0.0,15.9,34.1,26.1,76.9
Adilabad,Boath,10-Mar-22,0.0,18.6,35.7,22.7,71.3
Adilabad,Boath,11-Mar-22,0.0,16.9,34.5,27.3,77.6
Adilabad,Boath,12-Mar-22,0.0,19.5,33.2,32.2,81.0
Adilabad,Boath,13-Mar-22,0.0,17.4,33.9,28.2,78.8
Adilabad,Boath,14-Mar-22,0.0,14.4,35.4,20.4,67.2
Adilabad,Boath,15-Mar-22,0.0,15.5,36.5,14.6,71.7
Adilabad,Boath,16-Mar-22,0.0,18.1,36.8,17.6,68.5
Adilabad,Boath,17-Mar-22,0.0,17.1,38.8,15.9,63.5
Adilabad,Boath,18-Mar-22,0.0,19.3,39.2,15.2,65.1
Adilabad,Boath,19-Mar-22,0.0,22.0,38.5,17.7,81.3
Adilabad,Boath,20-Mar-22,0.3,21.6,37.4,32.3,84.6
Adilabad,Boath,21-Mar-22,0.0,20.0,38.2,18.1,83.3
Adilabad,Boath,22-Mar-22,0.0,20.9,38.0,22.7,73.3
Adilabad,Boath,23-Mar-22,0.0,18.5,38.0,17.5,72.4
Adilabad,Boath,24-Mar-22,0.0,21.7,38.6,14.6,60.4
Adilabad,Boath,25-Mar-22,0.0,23.8,37.5,26.9,81.7
Adilabad,Boath,26-Mar-22,0.0,25.6,37.4,29.2,73.0
Adilabad,Boath,27-Mar-22,0.0,20.4,37.6,26.9,75.4
Adilabad,Boath,28-Mar-22,0.0,20.5,38.8,18.9,77.2
Adilabad,Boath,29-Mar-22,0.0,18.3,39.8,16.1,73.8
Adilabad,Boath,30-Mar-22,0.0,20.4,40.1,13.2,50.9
Adilabad,Boath,31-Mar-22,0.0,18.3,40.4,13.8,60.3
Adilabad,Gadiguda,01-Mar-22,0.0,17.1,33.7,21.5,77.0
Adilabad,Gadiguda,02-Mar-22,0.0,17.1,34.3,22.2,68.8
Adilabad,Gadiguda,03-Mar-22,0.0,17.1,34.9,21.5,81.8
Adilabad,Gadiguda,04-Mar-22,0.0,18.6,34.8,22.2,61.2
Adilabad,Gadiguda,05-Mar-22,0.0,19.4,33.0,31.7,58.7
Adilabad,Gadiguda,06-Mar-22,0.0,19.6,34.6,26.4,70.3
Adilabad,Gadiguda,07-Mar-22,0.0,19.8,33.9,25.0,64.1
Adilabad,Gadiguda,08-Mar-22,0.0,18.3,32.8,25.5,56.2
Adilabad,Gadiguda,09-Mar-22,0.0,18.7,34.8,24.7,59.2
Adilabad,Gadiguda,10-Mar-22,0.0,18.0,35.6,20.2,69.2
Adilabad,Gadiguda,11-Mar-22,0.0,17.7,33.1,26.2,72.0
Adilabad,Gadiguda,12-Mar-22,0.0,21.9,34.1,27.1,63.7
Adilabad,Gadiguda,13-Mar-22,0.0,17.2,33.7,27.1,73.3
Adilabad,Gadiguda,14-Mar-22,0.0,15.5,34.3,19.4,59.3
Adilabad,Gadiguda,15-Mar-22,0.0,17.2,35.1,13.9,62.2
Adilabad,Gadiguda,16-Mar-22,0.0,19.3,36.2,18.1,56.2
Adilabad,Gadiguda,17-Mar-22,0.0,19.5,38.4,16.3,54.3
Adilabad,Gadiguda,18-Mar-22,0.0,20.4,38.0,14.0,50.3
Adilabad,Gadiguda,19-Mar-22,0.0,24.1,38.8,18.2,60.2
Adilabad,Gadiguda,20-Mar-22,0.0,24.8,34.9,34.1,70.3
Adilabad,Gadiguda,21-Mar-22,0.0,20.0,36.8,27.4,78.1
Adilabad,Gadiguda,22-Mar-22,0.0,23.3,36.5,24.3,55.2
Adilabad,Gadiguda,23-Mar-22,0.0,19.7,36.9,16.1,54.3
Adilabad,Gadiguda,24-Mar-22,0.0,22.6,39.3,16.1,46.3
Adilabad,Gadiguda,25-Mar-22,0.0,25.0,36.7,28.5,81.0
Adilabad,Gadiguda,26-Mar-22,0.0,26.5,36.5,33.7,74.2
Adilabad,Gadiguda,27-Mar-22,0.0,22.2,36.4,28.1,90.8
Adilabad,Gadiguda,28-Mar-22,0.0,21.5,38.7,17.0,83.1
Adilabad,Gadiguda,29-Mar-22,0.0,22.4,38.9,14.9,75.3
Adilabad,Gadiguda,30-Mar-22,0.0,22.2,40.1,15.4,41.3
Adilabad,Gadiguda,31-Mar-22,0.0,23.3,39.8,14.7,39.0
Adilabad,Gudihathnur,01-Mar-22,0.0,16.9,35.5,22.2,68.1
Adilabad,Gudihathnur,02-Mar-22,0.0,18.0,34.5,22.2,57.5
Adilabad,Gudihathnur,03-Mar-22,0.0,19.1,35.7,22.2,67.2
Adilabad,Gudihathnur,04-Mar-22,0.0,17.6,36.2,22.9,76.9
Adilabad,Gudihathnur,05-Mar-22,0.0,18.5,35.4,28.2,73.8
Adilabad,Gudihathnur,06-Mar-22,0.0,19.7,35.7,29.9,69.6
Adilabad,Gudihathnur,07-Mar-22,0.0,17.5,34.1,27.1,77.4
Adilabad,Gudihathnur,08-Mar-22,0.0,16.9,34.6,29.9,75.1
Adilabad,Gudihathnur,09-Mar-22,0.0,20.0,36.4,25.7,53.0
Adilabad,Gudihathnur,10-Mar-22,0.0,20.7,35.7,22.9,53.4
Adilabad,Gudihathnur,11-Mar-22,0.0,19.3,35.4,24.3,64.4
Adilabad,Gudihathnur,12-Mar-22,0.0,21.9,35.4,27.1,58.4
Adilabad,Gudihathnur,13-Mar-22,0.0,19.7,34.7,26.4,56.0
Adilabad,Gudihathnur,14-Mar-22,0.0,17.4,35.9,19.4,49.7
Adilabad,Gudihathnur,15-Mar-22,0.0,18.2,37.2,14.7,49.5
Adilabad,Gudihathnur,16-Mar-22,0.0,19.8,38.0,17.5,51.5
Adilabad,Gudihathnur,17-Mar-22,0.0,21.4,39.6,16.1,43.0
Adilabad,Gudihathnur,18-Mar-22,0.0,21.9,40.5,13.3,36.7
Adilabad,Gudihathnur,19-Mar-22,0.0,23.5,40.2,16.3,72.1
Adilabad,Gudihathnur,20-Mar-22,0.0,23.7,36.4,34.8,75.5
Adilabad,Gudihathnur,21-Mar-22,0.0,22.3,39.2,16.8,65.4
Adilabad,Gudihathnur,22-Mar-22,0.0,22.1,38.7,23.8,66.3
Adilabad,Gudihathnur,23-Mar-22,0.0,21.6,39.9,15.4,53.2
Adilabad,Gudihathnur,24-Mar-22,0.0,23.9,39.4,14.0,70.2
Adilabad,Gudihathnur,25-Mar-22,0.0,24.6,39.5,25.5,77.4
Adilabad,Gudihathnur,26-Mar-22,0.0,25.4,39.0,30.1,74.0
Adilabad,Gudihathnur,27-Mar-22,0.0,21.7,37.9,25.0,90.6
Adilabad,Gudihathnur,28-Mar-22,0.0,21.4,39.6,17.7,77.2
Adilabad,Gudihathnur,29-Mar-22,0.0,20.4,40.6,14.2,67.2
Adilabad,Gudihathnur,30-Mar-22,0.0,23.6,41.1,12.8,50.5
Adilabad,Gudihathnur,31-Mar-22,0.0,22.3,41.3,12.8,39.6
Adilabad,Ichoda,01-Mar-22,0.0,19.3,32.9,25.8,59.4
Adilabad,Ichoda,02-Mar-22,0.0,20.0,34.1,23.9,51.6
Adilabad,Ichoda,03-Mar-22,0.0,21.8,34.3,24.7,62.8
Adilabad,Ichoda,04-Mar-22,0.0,19.4,34.1,25.1,72.6
Adilabad,Ichoda,05-Mar-22,0.0,21.4,33.4,32.8,71.6
Adilabad,Ichoda,06-Mar-22,0.0,21.6,33.2,33.5,67.4
Adilabad,Ichoda,07-Mar-22,0.0,19.6,33.9,27.7,79.1
Adilabad,Ichoda,08-Mar-22,0.0,18.0,32.8,31.2,63.1
Adilabad,Ichoda,09-Mar-22,0.0,20.4,34.0,27.7,46.2
Adilabad,Ichoda,10-Mar-22,0.0,21.3,34.7,22.7,54.8
Adilabad,Ichoda,11-Mar-22,0.0,21.7,34.3,26.6,54.8
Adilabad,Ichoda,12-Mar-22,0.0,23.7,32.9,31.7,64.1
Adilabad,Ichoda,13-Mar-22,0.0,18.7,34.1,28.2,67.5
Adilabad,Ichoda,14-Mar-22,0.0,20.4,34.7,21.7,40.5
Adilabad,Ichoda,15-Mar-22,0.0,17.2,35.7,15.5,62.5
Adilabad,Ichoda,16-Mar-22,0.0,23.3,37.3,18.6,42.0
Adilabad,Ichoda,17-Mar-22,0.0,19.1,39.1,16.1,58.8
Adilabad,Ichoda,18-Mar-22,0.0,20.3,39.4,15.4,39.7
Adilabad,Ichoda,19-Mar-22,0.0,23.2,38.3,16.8,79.3
Adilabad,Ichoda,20-Mar-22,0.0,24.0,36.3,32.9,81.6
Adilabad,Ichoda,21-Mar-22,0.0,23.3,37.3,19.0,64.4
Adilabad,Ichoda,22-Mar-22,0.0,22.5,37.6,25.3,62.4
Adilabad,Ichoda,23-Mar-22,0.0,19.9,38.3,17.9,52.7
Adilabad,Ichoda,24-Mar-22,0.0,24.6,38.8,15.9,68.6
Adilabad,Ichoda,25-Mar-22,0.0,24.9,37.1,30.5,86.1
Adilabad,Ichoda,26-Mar-22,0.0,26.0,36.4,35.1,78.6
Adilabad,Ichoda,27-Mar-22,0.0,23.3,36.6,24.0,96.1
Adilabad,Ichoda,28-Mar-22,0.0,23.3,38.1,20.0,77.4
Adilabad,Ichoda,29-Mar-22,0.0,20.0,39.3,16.1,72.0
Adilabad,Ichoda,30-Mar-22,0.0,21.6,40.1,14.8,48.3
Adilabad,Ichoda,31-Mar-22,0.0,19.9,39.8,14.6,32.7
Adilabad,Inderavelly,01-Mar-22,0.0,20.0,34.2,22.9,65.3
Adilabad,Inderavelly,02-Mar-22,0.0,18.6,34.7,22.9,58.4
Adilabad,Inderavelly,03-Mar-22,0.0,19.4,34.3,24.7,61.3
Adilabad,Inderavelly,04-Mar-22,0.0,18.3,36.5,23.0,68.9
Adilabad,Inderavelly,05-Mar-22,0.0,20.1,34.8,26.7,70.8
Adilabad,Inderavelly,06-Mar-22,0.0,20.2,34.8,26.4,70.9
Adilabad,Inderavelly,07-Mar-22,0.0,18.4,34.6,23.0,79.0
Adilabad,Inderavelly,08-Mar-22,0.0,19.1,34.3,23.6,72.6
Adilabad,Inderavelly,09-Mar-22,0.0,18.9,35.5,23.0,55.1
Adilabad,Inderavelly,10-Mar-22,0.0,19.7,35.1,22.9,61.6
Adilabad,Inderavelly,11-Mar-22,0.0,19.7,34.7,23.0,65.7
Adilabad,Inderavelly,12-Mar-22,0.0,21.2,34.7,23.6,53.9
Adilabad,Inderavelly,13-Mar-22,0.0,19.0,34.2,24.6,61.3
Adilabad,Inderavelly,14-Mar-22,0.0,17.7,35.2,16.0,53.7
Adilabad,Inderavelly,15-Mar-22,0.0,18.5,37.2,13.9,52.1
Adilabad,Inderavelly,16-Mar-22,0.0,19.9,37.4,14.0,53.5
Adilabad,Inderavelly,17-Mar-22,0.0,20.6,38.4,16.6,49.1
Adilabad,Inderavelly,18-Mar-22,0.0,22.3,39.9,14.0,45.6
Adilabad,Inderavelly,19-Mar-22,0.0,24.1,38.9,14.0,69.2
Adilabad,Inderavelly,20-Mar-22,0.0,25.2,36.5,31.2,72.1
Adilabad,Inderavelly,21-Mar-22,0.0,22.8,37.6,23.2,61.7
Adilabad,Inderavelly,22-Mar-22,0.0,23.1,37.4,22.9,69.6
Adilabad,Inderavelly,23-Mar-22,0.0,20.9,39.6,14.0,55.0
Adilabad,Inderavelly,24-Mar-22,0.0,24.6,39.5,14.0,84.2
Adilabad,Inderavelly,25-Mar-22,0.0,25.3,38.1,30.9,83.3
Adilabad,Inderavelly,26-Mar-22,0.0,26.3,38.8,31.8,76.4
Adilabad,Inderavelly,27-Mar-22,0.0,23.3,36.5,25.4,84.3
Adilabad,Inderavelly,28-Mar-22,0.0,22.1,38.6,18.3,75.9
Adilabad,Inderavelly,29-Mar-22,0.0,22.3,39.6,14.2,69.0
Adilabad,Inderavelly,30-Mar-22,0.0,22.7,40.2,9.3,41.0
Adilabad,Inderavelly,31-Mar-22,0.0,21.9,40.7,9.3,40.5
Adilabad,Jainad,01-Mar-22,0.0,18.9,37.5,15.4,60.9
Adilabad,Jainad,02-Mar-22,0.0,18.0,37.8,16.1,63.0
Adilabad,Jainad,03-Mar-22,0.0,18.1,37.3,12.2,64.6
Adilabad,Jainad,04-Mar-22,0.0,18.2,37.9,16.8,79.0
Adilabad,Jainad,05-Mar-22,0.0,19.7,37.2,21.9,70.6
Adilabad,Jainad,06-Mar-22,0.0,19.9,36.6,23.8,67.4
Adilabad,Jainad,07-Mar-22,0.0,19.1,36.8,18.2,71.6
Adilabad,Jainad,08-Mar-22,0.0,17.6,37.1,21.0,78.6
Adilabad,Jainad,09-Mar-22,0.0,18.6,38.5,17.5,65.5
Adilabad,Jainad,10-Mar-22,0.0,18.4,38.2,16.1,63.6
Adilabad,Jainad,11-Mar-22,0.0,19.5,37.4,18.2,63.7
Adilabad,Jainad,12-Mar-22,0.0,22.9,38.0,17.0,61.4
Adilabad,Jainad,13-Mar-22,0.0,19.7,36.8,18.9,66.9
Adilabad,Jainad,14-Mar-22,0.0,18.0,38.8,11.3,56.5
Adilabad,Jainad,15-Mar-22,0.0,18.1,39.2,10.1,54.9
Adilabad,Jainad,16-Mar-22,0.0,20.3,40.6,11.0,58.5
Adilabad,Jainad,17-Mar-22,0.0,18.2,42.0,8.9,56.9
Adilabad,Jainad,18-Mar-22,0.0,20.5,42.8,7.5,52.1
Adilabad,Jainad,19-Mar-22,0.0,26.1,41.6,8.9,63.6
Adilabad,Jainad,20-Mar-22,0.0,26.1,40.0,17.0,67.9
Adilabad,Jainad,21-Mar-22,0.0,22.5,39.6,9.6,65.1
Adilabad,Jainad,22-Mar-22,0.0,22.6,41.1,15.8,52.7
Adilabad,Jainad,23-Mar-22,0.0,19.5,41.3,9.4,54.1
Adilabad,Jainad,24-Mar-22,0.0,24.2,41.5,9.6,65.1
Adilabad,Jainad,25-Mar-22,0.0,26.7,40.0,19.8,70.4
Adilabad,Jainad,26-Mar-22,0.0,27.9,40.4,21.5,63.1
Adilabad,Jainad,27-Mar-22,0.0,23.9,39.5,23.4,76.3
Adilabad,Jainad,28-Mar-22,0.0,21.1,42.3,10.3,58.6
Adilabad,Jainad,29-Mar-22,0.0,22.5,42.1,9.6,57.1
Adilabad,Jainad,30-Mar-22,0.0,22.6,43.1,7.6,46.1
