District,Mandal,Date,Rainfall (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%)
Adilabad,Gudihathnur,23-Sep-21,0.0,22.0,32.0,70.9,94.6
Adilabad,Gudihathnur,24-Sep-21,35.1,22.7,31.2,70.9,96.6
Adilabad,Gudihathnur,25-Sep-21,1.9,22.8,32.7,67.6,96.0
Adilabad,Gudihathnur,26-Sep-21,1.2,23.7,31.5,72.4,94.9
Adilabad,Gudihathnur,27-Sep-21,49.9,22.5,31.8,72.4,95.1
Adilabad,Gudihathnur,28-Sep-21,66.7,22.6,30.0,75.3,96.0
Adilabad,Gudihathnur,29-Sep-21,1.3,22.5,27.2,82.4,95.7
Adilabad,Gudihathnur,30-Sep-21,0.0,22.3,32.8,67.1,94.6
Adilabad,Ichoda,01-Sep-21,62.9,23.2,29.7,80.8,100.0
Adilabad,Ichoda,02-Sep-21,0.0,24.3,31.7,70.8,100.0
Adilabad,Ichoda,03-Sep-21,0.0,24.1,30.1,75.6,100.0
Adilabad,Ichoda,04-Sep-21,1.8,23.3,29.4,82.2,99.4
Adilabad,Ichoda,05-Sep-21,8.6,22.8,31.9,70.9,100.0
Adilabad,Ichoda,06-Sep-21,2.2,23.6,30.0,78.3,100.0
Adilabad,Ichoda,07-Sep-21,65.3,22.5,28.9,87.7,100.0
Adilabad,Ichoda,08-Sep-21,6.0,22.5,28.9,85.2,100.0
Adilabad,Ichoda,09-Sep-21,0.0,22.5,29.7,79.8,100.0
Adilabad,Ichoda,10-Sep-21,0.0,23.1,29.2,77.6,100.0
Adilabad,Ichoda,11-Sep-21,2.1,23.5,31.7,70.0,97.4
Adilabad,Ichoda,12-Sep-21,0.0,23.9,31.4,72.5,95.9
Adilabad,Ichoda,13-Sep-21,5.1,23.4,32.1,72.2,97.7
Adilabad,Ichoda,14-Sep-21,3.8,23.3,31.4,72.5,100.0
Adilabad,Ichoda,15-Sep-21,0.8,23.4,29.3,79.5,100.0
Adilabad,Ichoda,16-Sep-21,15.4,23.7,30.1,74.0,95.1
Adilabad,Ichoda,17-Sep-21,0.0,24.1,31.7,63.6,100.0
Adilabad,Ichoda,18-Sep-21,1.5,23.7,28.6,70.2,100.0
Adilabad,Ichoda,19-Sep-21,0.0,22.5,31.5,63.5,100.0
Adilabad,Ichoda,20-Sep-21,0.0,23.4,30.9,72.6,100.0
Adilabad,Ichoda,21-Sep-21,32.9,21.7,29.9,81.4,100.0
Adilabad,Ichoda,22-Sep-21,0.0,22.8,25.6,94.1,100.0
Adilabad,Ichoda,23-Sep-21,0.0,22.3,29.5,79.5,100.0
Adilabad,Ichoda,24-Sep-21,30.7,22.9,30.1,78.4,100.0
Adilabad,Ichoda,25-Sep-21,6.1,22.8,30.8,74.8,100.0
Adilabad,Ichoda,26-Sep-21,18.5,23.3,30.7,75.4,100.0
Adilabad,Ichoda,27-Sep-21,34.3,22.6,30.7,75.3,100.0
Adilabad,Ichoda,28-Sep-21,54.5,22.6,28.8,83.6,100.0
Adilabad,Ichoda,29-Sep-21,1.1,22.1,25.7,92.7,100.0
Adilabad,Ichoda,30-Sep-21,0.0,22.6,31.7,67.5,100.0
Adilabad,Inderavelly,01-Sep-21,32.6,23.6,30.3,82.9,100.0
Adilabad,Inderavelly,02-Sep-21,0.0,24.6,31.3,73.2,99.4
Adilabad,Inderavelly,03-Sep-21,16.5,24.4,31.8,75.6,99.0
Adilabad,Inderavelly,04-Sep-21,6.3,23.3,32.3,77.8,99.4
Adilabad,Inderavelly,05-Sep-21,0.8,23.6,32.5,72.9,98.2
Adilabad,Inderavelly,06-Sep-21,5.2,24.5,30.9,76.1,91.7
Adilabad,Inderavelly,07-Sep-21,56.0,22.9,30.7,79.0,97.8
Adilabad,Inderavelly,08-Sep-21,0.5,22.8,27.5,89.5,97.8
Adilabad,Inderavelly,09-Sep-21,0.0,23.4,30.8,75.1,91.0
Adilabad,Inderavelly,10-Sep-21,0.0,23.7,31.7,71.7,92.5
Adilabad,Inderavelly,11-Sep-21,4.1,23.5,31.7,70.0,97.4
Adilabad,Inderavelly,12-Sep-21,2.7,23.9,31.4,56.5,87.4
Adilabad,Inderavelly,13-Sep-21,2.6,23.4,32.1,72.2,97.7
Adilabad,Inderavelly,14-Sep-21,8.2,24.3,32.2,72.8,96.3
Adilabad,Inderavelly,15-Sep-21,2.0,24.2,30.0,76.8,99.9
Adilabad,Inderavelly,16-Sep-21,8.2,23.8,31.6,72.6,99.9
Adilabad,Inderavelly,17-Sep-21,0.0,24.5,32.5,67.2,99.9
Adilabad,Inderavelly,18-Sep-21,4.2,24.0,28.6,71.9,99.8
Adilabad,Inderavelly,19-Sep-21,0.0,23.4,32.0,63.1,99.6
Adilabad,Inderavelly,20-Sep-21,2.2,23.9,31.1,72.9,99.5
Adilabad,Inderavelly,21-Sep-21,10.7,22.3,29.0,85.0,97.8
Adilabad,Inderavelly,22-Sep-21,30.1,23.1,26.8,85.5,97.8
Adilabad,Inderavelly,23-Sep-21,0.9,22.7,31.6,73.2,99.9
Adilabad,Inderavelly,24-Sep-21,49.0,23.3,30.8,75.6,99.9
Adilabad,Inderavelly,25-Sep-21,15.7,23.3,32.8,67.2,99.9
Adilabad,Inderavelly,26-Sep-21,5.3,23.7,30.4,78.7,99.9
Adilabad,Inderavelly,27-Sep-21,22.0,22.8,31.6,74.0,99.9
Adilabad,Inderavelly,28-Sep-21,38.2,22.8,29.4,78.2,99.9
Adilabad,Inderavelly,29-Sep-21,10.5,22.7,27.9,89.3,99.9
Adilabad,Inderavelly,30-Sep-21,0.0,22.6,32.4,75.3,99.9
Adilabad,Jainad,01-Sep-21,20.7,24.8,31.4,66.2,92.6
Adilabad,Jainad,02-Sep-21,1.2,25.3,34.0,60.0,92.4
Adilabad,Jainad,03-Sep-21,0.2,25.0,32.4,56.4,91.9
Adilabad,Jainad,04-Sep-21,29.5,23.0,32.6,58.6,92.4
Adilabad,Jainad,05-Sep-21,1.5,24.8,34.2,58.1,90.2
Adilabad,Jainad,06-Sep-21,2.1,25.2,33.1,57.1,91.2
Adilabad,Jainad,07-Sep-21,57.4,23.8,32.9,60.8,93.5
Adilabad,Jainad,08-Sep-21,36.2,24.0,30.8,67.3,99.6
Adilabad,Jainad,09-Sep-21,0.0,25.2,33.7,59.9,83.3
Adilabad,Jainad,10-Sep-21,0.0,24.9,33.9,53.1,87.6
Adilabad,Jainad,11-Sep-21,21.9,24.0,34.0,52.3,92.2
Adilabad,Jainad,12-Sep-21,1.0,24.9,33.9,56.1,88.4
Adilabad,Jainad,13-Sep-21,1.0,25.4,33.0,53.5,88.8
Adilabad,Jainad,14-Sep-21,5.5,25.5,33.4,55.2,88.7
Adilabad,Jainad,15-Sep-21,0.2,26.0,32.0,63.4,84.7
Adilabad,Jainad,16-Sep-21,11.3,25.0,33.6,54.0,91.7
Adilabad,Jainad,17-Sep-21,0.0,25.2,34.3,52.6,88.1
Adilabad,Jainad,18-Sep-21,0.0,25.1,31.6,57.0,89.2
Adilabad,Jainad,19-Sep-21,0.0,24.3,34.1,47.9,90.8
Adilabad,Jainad,20-Sep-21,0.0,25.6,33.2,49.5,88.6
Adilabad,Jainad,21-Sep-21,22.0,23.8,31.4,69.6,91.7
Adilabad,Jainad,22-Sep-21,34.4,23.7,29.3,68.7,92.6
Adilabad,Jainad,23-Sep-21,1.5,24.0,32.4,61.0,92.6
Adilabad,Jainad,24-Sep-21,0.0,24.4,31.8,62.3,91.2
Adilabad,Jainad,25-Sep-21,16.3,24.3,34.6,52.8,91.9
Adilabad,Jainad,26-Sep-21,0.2,24.9,34.1,50.1,89.8
Adilabad,Jainad,27-Sep-21,40.7,24.8,33.5,58.9,93.3
Adilabad,Jainad,28-Sep-21,24.6,22.9,31.4,62.7,93.0
Adilabad,Jainad,29-Sep-21,0.9,23.8,29.9,65.1,99.1
Adilabad,Jainad,30-Sep-21,0.0,23.7,34.5,48.5,91.1
Adilabad,Mavala,01-Sep-21,28.8,24.8,29.0,75.7,90.2
Adilabad,Mavala,02-Sep-21,11.3,25.5,31.9,67.1,89.7
Adilabad,Mavala,03-Sep-21,9.8,25.5,31.6,72.0,91.4
Adilabad,Mavala,04-Sep-21,23.8,22.5,31.7,69.6,91.4
Adilabad,Mavala,05-Sep-21,0.0,24.6,31.3,69.5,95.3
Adilabad,Mavala,06-Sep-21,1.8,25.2,31.3,68.0,87.3
Adilabad,Mavala,07-Sep-21,49.5,24.0,30.0,72.8,97.5
Adilabad,Mavala,08-Sep-21,20.3,23.8,29.1,77.0,99.3
Adilabad,Mavala,09-Sep-21,0.0,25.4,31.4,68.0,76.3
Adilabad,Mavala,10-Sep-21,0.0,25.1,31.6,66.2,78.1
Adilabad,Mavala,11-Sep-21,7.8,23.8,31.7,66.2,91.0
Adilabad,Mavala,12-Sep-21,0.8,25.4,32.1,66.7,84.7
Adilabad,Mavala,13-Sep-21,0.0,25.6,32.8,64.5,82.1
Adilabad,Mavala,14-Sep-21,0.5,26.0,32.9,64.0,79.6
Adilabad,Mavala,15-Sep-21,0.0,26.5,30.9,67.8,77.6
Adilabad,Mavala,16-Sep-21,2.3,24.3,34.1,59.2,90.2
Adilabad,Mavala,17-Sep-21,0.0,24.7,32.0,50.6,91.3
Adilabad,Mavala,18-Sep-21,1.8,25.1,28.9,55.1,88.1
Adilabad,Mavala,19-Sep-21,0.0,24.2,32.4,45.0,88.9
Adilabad,Mavala,20-Sep-21,0.0,25.4,32.6,49.6,80.9
Adilabad,Mavala,21-Sep-21,34.3,24.1,29.2,65.3,91.0
Adilabad,Mavala,22-Sep-21,3.0,24.4,27.5,77.2,91.4
Adilabad,Mavala,23-Sep-21,7.3,23.6,30.7,69.5,98.2
Adilabad,Mavala,24-Sep-21,0.0,25.9,32.1,67.0,82.8
Adilabad,Mavala,25-Sep-21,1.0,25.1,33.9,47.3,74.5
Adilabad,Mavala,26-Sep-21,0.0,26.4,32.6,50.1,74.6
Adilabad,Mavala,27-Sep-21,71.3,25.9,33.0,53.4,80.0
Adilabad,Mavala,28-Sep-21,29.0,22.9,30.9,56.1,91.3
Adilabad,Mavala,29-Sep-21,0.0,23.5,28.9,71.3,89.1
Adilabad,Mavala,30-Sep-21,0.0,23.5,32.1,62.2,91.9
Adilabad,Narnoor,01-Sep-21,33.4,23.6,29.1,66.2,92.7
Adilabad,Narnoor,02-Sep-21,2.9,24.2,30.5,61.9,81.1
Adilabad,Narnoor,03-Sep-21,67.4,22.7,31.9,59.3,90.7
Adilabad,Narnoor,04-Sep-21,46.2,22.4,30.1,65.4,87.2
Adilabad,Narnoor,05-Sep-21,0.0,23.4,30.3,61.2,95.7
Adilabad,Narnoor,06-Sep-21,3.8,24.3,29.6,62.7,81.2
Adilabad,Narnoor,07-Sep-21,34.6,23.1,29.3,67.3,96.7
Adilabad,Narnoor,08-Sep-21,1.3,22.9,28.6,67.4,98.4
Adilabad,Narnoor,09-Sep-21,0.0,23.0,28.7,64.0,78.2
Adilabad,Narnoor,10-Sep-21,0.0,23.7,29.7,61.4,77.7
Adilabad,Narnoor,11-Sep-21,27.1,23.5,30.7,60.7,81.0
Adilabad,Narnoor,12-Sep-21,4.1,23.4,30.2,62.8,79.1
Adilabad,Narnoor,13-Sep-21,33.0,23.1,29.5,62.9,81.0
Adilabad,Narnoor,14-Sep-21,18.3,23.8,31.3,60.7,80.4
Adilabad,Narnoor,15-Sep-21,1.9,23.8,27.9,66.7,79.9
Adilabad,Narnoor,16-Sep-21,16.6,23.5,29.6,61.2,79.9
Adilabad,Narnoor,17-Sep-21,0.0,24.2,29.5,59.3,74.4
Adilabad,Narnoor,18-Sep-21,0.9,23.5,28.3,60.9,78.3
Adilabad,Narnoor,19-Sep-21,0.0,23.4,30.4,59.2,81.0
Adilabad,Narnoor,20-Sep-21,8.1,23.9,29.9,62.1,81.4
Adilabad,Narnoor,21-Sep-21,20.5,22.8,27.2,72.3,81.4
Adilabad,Narnoor,22-Sep-21,5.4,23.0,26.7,71.1,81.0
Adilabad,Narnoor,23-Sep-21,1.1,23.0,29.2,64.6,80.8
Adilabad,Narnoor,24-Sep-21,7.9,23.4,31.5,60.8,81.0
Adilabad,Narnoor,25-Sep-21,60.8,23.3,31.3,58.8,81.4
Adilabad,Narnoor,26-Sep-21,5.3,23.7,29.5,65.7,80.3
Adilabad,Narnoor,27-Sep-21,54.5,23.4,30.1,62.4,81.0
Adilabad,Narnoor,28-Sep-21,59.5,22.9,27.7,69.5,80.4
Adilabad,Narnoor,29-Sep-21,2.6,22.4,27.3,66.8,97.6
Adilabad,Narnoor,30-Sep-21,0.0,23.7,31.2,59.4,80.4
Adilabad,Neradigonda,01-Sep-21,69.4,23.6,30.6,71.7,97.4
Adilabad,Neradigonda,02-Sep-21,0.0,23.9,31.5,70.1,95.9
Adilabad,Neradigonda,03-Sep-21,20.8,23.6,31.2,69.2,97.4
Adilabad,Neradigonda,04-Sep-21,18.6,22.2,32.4,70.7,96.7
Adilabad,Neradigonda,05-Sep-21,30.8,22.6,31.3,71.1,100.0
Adilabad,Neradigonda,06-Sep-21,1.4,23.4,30.1,71.7,95.5
Adilabad,Neradigonda,07-Sep-21,114.4,22.5,30.1,82.0,96.8
Adilabad,Neradigonda,08-Sep-21,3.6,22.6,28.3,84.3,96.2
Adilabad,Neradigonda,09-Sep-21,0.0,22.6,31.3,70.1,91.2
Adilabad,Neradigonda,10-Sep-21,0.0,23.0,30.3,70.0,91.5
Adilabad,Neradigonda,11-Sep-21,0.7,23.2,31.2,67.6,94.1
Adilabad,Neradigonda,12-Sep-21,0.0,23.5,31.1,69.5,91.5
Adilabad,Neradigonda,13-Sep-21,15.6,23.3,31.3,73.8,95.7
Adilabad,Neradigonda,14-Sep-21,20.6,23.8,32.5,70.3,91.3
Adilabad,Neradigonda,15-Sep-21,0.0,23.6,29.9,81.9,93.6
Adilabad,Neradigonda,16-Sep-21,1.2,23.4,30.4,69.9,96.6
Adilabad,Neradigonda,17-Sep-21,0.0,23.5,31.4,60.2,94.1
Adilabad,Neradigonda,18-Sep-21,0.6,23.6,29.2,66.3,94.9
Adilabad,Neradigonda,19-Sep-21,0.0,22.5,31.8,57.8,96.8
Adilabad,Neradigonda,20-Sep-21,0.0,23.6,30.6,67.5,96.8
Adilabad,Neradigonda,21-Sep-21,86.0,21.7,29.7,82.5,97.8
Adilabad,Neradigonda,22-Sep-21,2.0,22.9,26.3,91.3,97.6
Adilabad,Neradigonda,23-Sep-21,48.0,22.4,29.8,82.1,97.6
Adilabad,Neradigonda,24-Sep-21,4.4,23.3,29.4,78.0,97.7
Adilabad,Neradigonda,25-Sep-21,0.0,23.0,32.0,75.9,98.0
Adilabad,Neradigonda,26-Sep-21,2.9,23.8,30.0,81.6,96.1
Adilabad,Neradigonda,27-Sep-21,29.4,22.7,30.7,80.0,97.4
Adilabad,Neradigonda,28-Sep-21,73.0,22.9,28.3,78.7,97.9
Adilabad,Neradigonda,29-Sep-21,1.5,21.9,26.4,88.5,97.1
Adilabad,Neradigonda,30-Sep-21,0.0,21.8,31.4,70.7,97.4
Adilabad,Sirikonda,01-Sep-21,49.5,23.2,30.1,79.1,100.0
Adilabad,Sirikonda,02-Sep-21,9.0,24.6,31.3,71.9,100.0
Adilabad,Sirikonda,03-Sep-21,0.0,24.4,31.2,75.6,100.0
Adilabad,Sirikonda,04-Sep-21,1.0,23.0,32.4,70.1,100.0
Adilabad,Sirikonda,05-Sep-21,0.0,23.6,32.5,68.3,98.5
Adilabad,Sirikonda,06-Sep-21,1.5,24.5,30.9,74.6,99.9
Adilabad,Sirikonda,07-Sep-21,46.8,23.1,30.8,80.8,100.0
Adilabad,Sirikonda,08-Sep-21,1.0,23.4,28.4,88.0,99.9
Adilabad,Sirikonda,09-Sep-21,0.0,23.7,30.0,77.3,94.4
Adilabad,Sirikonda,10-Sep-21,0.0,24.0,31.6,69.9,96.0
Adilabad,Sirikonda,11-Sep-21,2.8,24.2,31.9,67.6,99.9
Adilabad,Sirikonda,12-Sep-21,0.0,24.1,31.7,71.1,98.4
Adilabad,Sirikonda,13-Sep-21,9.5,23.7,32.1,68.6,100.0
Adilabad,Sirikonda,14-Sep-21,1.3,24.4,31.9,72.1,98.3
Adilabad,Sirikonda,15-Sep-21,1.0,24.5,29.8,77.2,96.1
Adilabad,Sirikonda,16-Sep-21,18.8,23.9,31.9,67.7,100.0
Adilabad,Sirikonda,17-Sep-21,0.0,24.8,31.8,64.5,97.5
Adilabad,Sirikonda,18-Sep-21,0.0,24.0,29.2,70.5,98.5
Adilabad,Sirikonda,19-Sep-21,0.0,24.0,31.9,63.2,100.0
Adilabad,Sirikonda,20-Sep-21,1.3,24.3,30.9,73.4,100.0
Adilabad,Sirikonda,21-Sep-21,18.0,22.5,28.6,89.2,100.0
Adilabad,Sirikonda,22-Sep-21,0.0,23.4,27.3,87.5,100.0
Adilabad,Sirikonda,23-Sep-21,0.0,23.2,31.1,75.4,100.0
Adilabad,Sirikonda,24-Sep-21,10.0,23.7,30.9,75.9,100.0
Adilabad,Sirikonda,25-Sep-21,3.0,23.6,33.0,66.7,100.0
Adilabad,Sirikonda,26-Sep-21,16.0,23.6,30.0,82.1,100.0
Adilabad,Sirikonda,27-Sep-21,10.3,23.1,31.7,75.6,100.0
Adilabad,Sirikonda,28-Sep-21,44.5,22.9,28.9,81.2,100.0
Adilabad,Sirikonda,29-Sep-21,4.8,22.9,26.7,89.0,100.0
Adilabad,Sirikonda,30-Sep-21,0.0,22.9,30.8,73.0,100.0
Adilabad,Talamadugu,01-Sep-21,22.2,24.2,29.9,84.7,100.0
Adilabad,Talamadugu,02-Sep-21,4.7,24.3,32.2,72.2,100.0
Adilabad,Talamadugu,03-Sep-21,9.4,24.2,31.1,76.8,100.0
Adilabad,Talamadugu,04-Sep-21,37.4,21.8,32.3,75.8,100.0
Adilabad,Talamadugu,05-Sep-21,11.4,23.4,31.8,76.3,100.0
Adilabad,Talamadugu,06-Sep-21,1.7,24.3,32.0,75.4,100.0
Adilabad,Talamadugu,07-Sep-21,54.0,23.2,30.5,81.2,100.0
Adilabad,Talamadugu,08-Sep-21,9.0,23.4,28.9,88.3,100.0
Adilabad,Talamadugu,09-Sep-21,0.0,24.5,31.6,68.6,86.9
Adilabad,Talamadugu,10-Sep-21,0.0,24.1,31.5,67.2,91.1
Adilabad,Talamadugu,11-Sep-21,5.8,23.6,32.0,67.1,96.7
Adilabad,Talamadugu,12-Sep-21,0.0,24.4,32.3,70.5,92.9
Adilabad,Talamadugu,13-Sep-21,2.5,24.4,32.6,65.4,94.4
Adilabad,Talamadugu,14-Sep-21,2.5,24.7,32.4,70.9,100.0
Adilabad,Talamadugu,15-Sep-21,0.0,25.5,31.0,72.7,90.7
Adilabad,Talamadugu,16-Sep-21,0.9,24.2,31.7,64.3,91.9
Adilabad,Talamadugu,17-Sep-21,0.0,24.6,32.5,59.2,92.1
Adilabad,Talamadugu,18-Sep-21,0.0,24.1,29.0,65.6,92.8
Adilabad,Talamadugu,19-Sep-21,0.0,23.2,32.6,55.1,94.7
Adilabad,Talamadugu,20-Sep-21,0.0,25.0,32.7,60.1,93.9
Adilabad,Talamadugu,21-Sep-21,21.5,23.3,30.4,75.2,97.2
Adilabad,Talamadugu,22-Sep-21,2.0,23.7,28.0,80.5,95.9
Adilabad,Talamadugu,23-Sep-21,3.1,22.6,31.8,71.0,96.4
Adilabad,Talamadugu,24-Sep-21,11.6,23.9,30.7,75.9,95.6
Adilabad,Talamadugu,25-Sep-21,0.0,23.5,33.0,57.8,96.4
Adilabad,Talamadugu,26-Sep-21,0.5,24.5,31.8,64.3,94.3
Adilabad,Talamadugu,27-Sep-21,57.0,23.7,31.8,66.5,96.6
Adilabad,Talamadugu,28-Sep-21,50.5,22.9,29.4,70.2,95.6
Adilabad,Talamadugu,29-Sep-21,1.3,22.4,27.4,79.3,97.6
Adilabad,Talamadugu,30-Sep-21,0.0,23.1,32.1,64.2,95.8
Adilabad,Tamsi,01-Sep-21,41.8,24.1,28.9,80.6,96.2
Adilabad,Tamsi,02-Sep-21,0.5,24.2,32.8,62.8,95.6
Adilabad,Tamsi,03-Sep-21,23.2,24.8,32.5,61.8,95.6
Adilabad,Tamsi,04-Sep-21,69.5,22.0,32.5,58.8,96.7
Adilabad,Tamsi,05-Sep-21,18.2,23.6,29.3,79.2,95.6
Adilabad,Tamsi,06-Sep-21,3.3,24.1,32.5,64.4,95.6
Adilabad,Tamsi,07-Sep-21,50.7,23.2,29.9,81.9,96.2
Adilabad,Tamsi,08-Sep-21,29.6,23.1,28.0,84.7,96.2
Adilabad,Tamsi,09-Sep-21,0.0,24.5,32.5,63.9,86.9
Adilabad,Tamsi,10-Sep-21,0.0,24.3,31.9,63.9,86.4
Adilabad,Tamsi,11-Sep-21,8.8,23.7,32.5,62.8,94.6
Adilabad,Tamsi,12-Sep-21,0.0,24.5,30.6,70.2,92.6
Adilabad,Tamsi,13-Sep-21,5.5,24.6,32.7,60.8,92.6
Adilabad,Tamsi,14-Sep-21,1.4,24.8,32.3,64.9,88.8
Adilabad,Tamsi,15-Sep-21,0.0,25.4,29.9,71.6,85.9
Adilabad,Tamsi,16-Sep-21,6.0,24.5,31.9,63.9,89.7
Adilabad,Tamsi,17-Sep-21,0.0,24.8,32.2,60.3,88.3
Adilabad,Tamsi,18-Sep-21,0.0,24.4,29.6,66.4,89.3
Adilabad,Tamsi,19-Sep-21,0.0,23.4,32.4,55.7,92.6
Adilabad,Tamsi,20-Sep-21,1.1,24.7,32.2,62.3,92.6
Adilabad,Tamsi,21-Sep-21,11.0,23.3,29.3,77.8,94.6
Adilabad,Tamsi,22-Sep-21,1.5,23.6,28.8,77.8,94.6
Adilabad,Tamsi,23-Sep-21,0.3,23.4,31.9,65.9,94.6
Adilabad,Tamsi,24-Sep-21,0.0,24.2,29.7,74.9,92.6
Adilabad,Tamsi,25-Sep-21,0.0,24.0,34.7,56.2,93.5
Adilabad,Tamsi,26-Sep-21,0.0,24.7,31.3,65.9,90.7
Adilabad,Tamsi,27-Sep-21,30.0,24.3,31.7,69.2,94.6
Adilabad,Tamsi,28-Sep-21,52.5,22.9,29.6,73.5,95.1
Adilabad,Tamsi,29-Sep-21,5.9,23.3,28.1,78.1,94.6
Adilabad,Tamsi,30-Sep-21,0.0,23.0,32.8,59.8,94.6
Adilabad,Utnur,01-Sep-21,53.5,23.5,29.5,84.5,100.0
Adilabad,Utnur,02-Sep-21,2.2,24.3,31.1,76.6,100.0
Adilabad,Utnur,03-Sep-21,6.6,23.6,31.3,67.4,100.0
Adilabad,Utnur,04-Sep-21,32.3,22.7,32.2,71.1,100.0
Adilabad,Utnur,05-Sep-21,9.6,23.5,31.7,72.8,100.0
Adilabad,Utnur,06-Sep-21,3.4,24.3,30.7,74.6,100.0
Adilabad,Utnur,07-Sep-21,79.8,22.9,30.6,80.5,100.0
Adilabad,Utnur,08-Sep-21,2.6,23.0,28.1,87.0,98.4
Adilabad,Utnur,09-Sep-21,0.0,23.2,29.9,78.1,96.9
Adilabad,Utnur,10-Sep-21,0.0,23.5,31.5,70.6,97.3
Adilabad,Utnur,11-Sep-21,8.3,24.1,32.7,66.2,100.0
Adilabad,Utnur,12-Sep-21,0.3,23.3,31.5,74.7,99.2
Adilabad,Utnur,13-Sep-21,6.7,23.0,31.7,72.0,100.0
Adilabad,Utnur,14-Sep-21,24.3,23.8,32.2,68.7,100.0
Adilabad,Utnur,15-Sep-21,3.6,24.1,30.1,78.6,100.0
Adilabad,Utnur,16-Sep-21,2.3,23.5,31.8,69.3,99.2
Adilabad,Utnur,17-Sep-21,0.0,24.3,32.4,63.5,99.4
Adilabad,Utnur,18-Sep-21,2.5,23.5,30.1,69.2,98.6
Adilabad,Utnur,19-Sep-21,18.4,23.3,31.4,65.0,100.0
Adilabad,Utnur,20-Sep-21,9.4,23.7,32.4,72.2,100.0
Adilabad,Utnur,21-Sep-21,31.8,22.3,29.0,85.6,100.0
Adilabad,Utnur,22-Sep-21,29.1,23.2,28.0,84.1,100.0
Adilabad,Utnur,23-Sep-21,10.4,22.5,29.8,79.9,100.0
Adilabad,Utnur,24-Sep-21,0.0,23.8,31.0,75.0,100.0
Adilabad,Utnur,25-Sep-21,1.0,24.0,32.9,70.0,100.0
Adilabad,Utnur,26-Sep-21,12.7,23.7,31.8,72.2,100.0
Adilabad,Utnur,27-Sep-21,18.2,23.5,30.7,75.1,100.0
Adilabad,Utnur,28-Sep-21,59.0,22.9,28.7,81.3,100.0
Adilabad,Utnur,29-Sep-21,13.7,23.2,27.0,87.8,100.0
Adilabad,Utnur,30-Sep-21,0.0,22.9,31.3,72.0,100.0
Adilabad,Adilabad Rural,01-Apr-23,0.0,21.5,37.6,27.0,66.5
Adilabad,Adilabad Rural,02-Apr-23,0.0,19.9,37.8,26.1,51.5
Adilabad,Adilabad Rural,03-Apr-23,0.0,24.5,38.2,23.8,59.7
Adilabad,Adilabad Rural,04-Apr-23,0.0,26.5,37.9,25.0,71.8
Adilabad,Adilabad Rural,05-Apr-23,0.0,25.0,39.3,23.8,63.7
Adilabad,Adilabad Rural,06-Apr-23,0.0,24.9,40.8,23.1,63.6
Adilabad,Adilabad Rural,07-Apr-23,0.0,27.0,38.2,29.8,61.2
Adilabad,Adilabad Rural,08-Apr-23,0.0,20.5,32.8,49.7,89.4
Adilabad,Adilabad Rural,09-Apr-23,0.0,21.6,32.3,41.6,74.5
Adilabad,Adilabad Rural,10-Apr-23,0.0,23.7,37.3,34.0,63.1
Adilabad,Adilabad Rural,11-Apr-23,0.0,24.0,38.8,27.3,62.2
Adilabad,Adilabad Rural,12-Apr-23,0.0,24.8,40.1,26.6,55.3
Adilabad,Adilabad Rural,13-Apr-23,0.0,25.6,41.3,22.9,57.3
Adilabad,Adilabad Rural,14-Apr-23,0.0,26.2,42.9,20.9,47.2
Adilabad,Adilabad Rural,15-Apr-23,0.0,25.0,41.6,23.8,65.1
Adilabad,Adilabad Rural,16-Apr-23,0.0,22.3,36.2,30.5,59.2
Adilabad,Adilabad Rural,17-Apr-23,0.0,25.0,41.1,21.2,50.6
Adilabad,Adilabad Rural,18-Apr-23,0.0,30.1,41.5,22.4,45.3
Adilabad,Adilabad Rural,19-Apr-23,0.0,25.0,43.9,23.6,50.6
Adilabad,Adilabad Rural,20-Apr-23,0.5,26.7,42.6,21.2,54.6
Adilabad,Adilabad Rural,21-Apr-23,0.0,24.5,42.4,25.2,66.1
Adilabad,Adilabad Rural,22-Apr-23,0.0,25.5,39.4,31.9,63.2
Adilabad,Adilabad Rural,23-Apr-23,0.0,24.5,40.3,25.9,68.0
Adilabad,Adilabad Rural,24-Apr-23,3.5,24.6,34.8,35.8,81.6
Adilabad,Adilabad Rural,25-Apr-23,0.8,26.0,37.9,35.9,68.2
Adilabad,Adilabad Rural,26-Apr-23,1.3,21.4,34.3,52.4,86.4
Adilabad,Adilabad Rural,27-Apr-23,0.0,19.6,37.0,40.5,91.6
Adilabad,Adilabad Rural,28-Apr-23,0.0,21.4,37.3,40.5,84.2
Adilabad,Adilabad Rural,29-Apr-23,0.0,22.7,36.9,35.9,75.9
Adilabad,Adilabad Rural,30-Apr-23,5.3,21.1,36.1,42.3,97.9
Adilabad,Adilabad Urban,01-Apr-23,0.0,22.0,41.2,22.2,71.2
Adilabad,Adilabad Urban,02-Apr-23,0.0,18.0,40.4,22.7,66.6
Adilabad,Adilabad Urban,03-Apr-23,0.0,21.6,41.3,19.9,68.0
Adilabad,Adilabad Urban,04-Apr-23,0.0,24.0,42.1,22.2,85.7
Adilabad,Adilabad Urban,05-Apr-23,0.0,23.1,40.9,18.7,72.2
Adilabad,Adilabad Urban,06-Apr-23,0.0,23.4,42.5,20.2,60.5
